,text,offensive
7172,call isis whatt islamic militaristic bunch savages still believe 7th century warlord,0
7173,boys savages thats 1 wants 2 spend christmas brothel,0
7174,niggas savages thats omm aaca¿aaca¿aa¥a¸aeaæ ’ aaaa,1
7175,hell eats chocolate advent calendar sequencesavages thats sheesh,0
7176,savages thats,0
7177,previous reposted twerking shit video followers savages aa–aa–aa– thats thoaa,1
7178,live city damn right virgin memphis got savages thats gone sweet talk death,1
7179,mall grossest place right itaaa » full procrastinating savages donaaa » respect personal space,0
7180,please stop trying perpetuate narrative men savages conyrol genitalia,0
7181,savages thats hood made us aa¯aaca¿,0
7182,could move norway try educate savages raping women good death europe,0
7183,savages claim kill religion want follow religion without,0
7184,better gaddafi moslem savages came,1
7185,supporting glizzy angry mephis savages snatched chain bc aint song,0
7186,say christians blood thirsty savages killed thousands ppl convert,0
7187,killary lost plotthere one thing trump savages amp complete annihilation,0
7188,period facts dont lie blacks r born animals savages belong jungle,1
7189,hang savages live lavish aa–aa–ae amp,0
7190,kenyans becoming youtube comments savages jimmy gait video comments section ooh lord,1
7191,people swearing turn savages shit innate something turned,1
7192,stop stop stop stop stop eli sucks always savages bail crazy catches best joking,1
7193,muslims disgusting race savages need deportation,1
7194,couple savages thats goaaa¥a¸aeaacaacaaea€,0
7195,cell phone zombies money hungry savages lost humanity chasing pieces paper oh love human race,0
7196,probably savages remade longest yard wont watch,0
7197,work savages steal postits desk yes post,0
7198,fault isis bunch sub human savages gang rape christians fuck bro,1
7199,dead animals tl savages aa–a€°aa–a€°aa–a€° meat gona go though,0
7200,iaf fly remind savages happen againany whereany time,0
7201,doesnt tell lot moral caliber sort islamic savages norway allowed move,1
7202,queenshorty bitch im sweatingaa » a€aa–aˆ,1
7203,fuck ya feelings aint sorrys bitch shoot dat nigga shorty bitch,1
7204,talm bout shorty bitch thats strike one,1
7205,shoot amp shorty bitchaa–a€°aa–a€°aa–a€°aa–a€°aa– jokes jokesaa–a€°,1
7206,aaca£ hey everything aa–aeaaca€ love death shorty bitch aint without aa¯æ ’ heart human form,1
7207,shoot nigga amp shorty bitch aa–a€°aa®a€aaca¿,1
7208,aa®a€shoot nigga shorty bitch shorty bitch aaca‚¬aaeaaca‚¬aae,1
7209,hit nigga shorty bitch shorty bitch aa®a€,1
7210,shoot dat nigga amp shorty bitchshorty bitch,1
7211,even shorty bitch aa–a€°aa–a€°aa–aa,1
7212,shoot nigga shorty bitch,1
7213,sudden im gone wan na go yo bestfriend house bullshit aa¯aeaae know shorty bitch,1
7214,boost mobile shorty bitch hit chirp,1
7215,fun amp games till shoot nigga amp shorty bitch end prison aa–acaa–acaa–acaa–ac,1
7216,tall ass girls call shorty aacaaaca bitch,1
7217,shoot nigga amp shorty bitch,1
7218,fuck feelings aint sorry bitch shoot nigga shorty bitch,1
7219,since shorty bitch niggas aa « aaæ ’ a‹,1
7220,bitch yu seen calling yu,1
7221,annoyed fuck outta shorty bitch one night aa–aa–aa– funniest day life,1
7222,lem block shorty bitch tweakin,1
7223,told shorty bitch look dab aa¯,1
7224,shoot nigga shorty bitch aa®a€aa–,1
7225,huge round applause shorty bitch legs aa¯aeaa¯aeaa¯ae,1
7226,would like extend gratitude shorty bitch legs disappointing every second day,1
7227,fuck yo feelings aint sorry bitchshoot nigga shorty bitch,1
7228,shoot nigga amp shorty bitch aa®a€,1
7229,shoot nigga shorty bitch,1
7230,damn shame drive way cobb pkwy get barnes noble since closed one camp creek,0
7231,think thats also valuable audience since trust voice,0
7232,people walking looking cellphone block passing since cant walk straight line,0
7233,philly worse imo tho fairness havent since redid terminal f,0
7234,usual cleanser ive one since came never use anything else dont waste knockoff ones,0
7235,guess look forward going home everyday 130 since took overtime away,0
7236,time bake wine biscuits since take forever,0
7237,since removing 1 way streets downtown hamilton avoided going traffic,0
7238,proud always used abused since overrate beauty ones*,0
7239,one using walkaround weight policy mean champions vacate titles since dont walk weight,0
7240,bots make look like notrandom links friends know since stole account,0
7241,yuuuppp need bomb ass hoodieshirt concert maybe start selling since dont careaa–a©aa–a€°,0
7242,point moot since super bowl,0
7243,hate tablet since theyre big hard bring school sometimes love since less bugs phone xd,0
7244,apparently pants inappropriate since didnt pockets considered leggings,0
7245,oh god dont think ive ever heard one since always sing nothing makes beautiful,0
7246,welp might buy subscription swtor 1 month since giving free extra month away,0
7247,wouldve done thrown fucking phone roadleave aloneespecially since theyre angry already,1
7248,actually send selca via kkt since different roomsaa–a€°,0
7249,like noone since huh,0
7250,get rid muslims america since evil,1
7251,merry christmas wanting socks since announced aa,0
7252,germanchoc facts shoe ive wanted since started,0
7253,niggas love talkin bout us since cant guard usaa–a‡aaca¿aa¯a « aaeaaea,1
7254,cant believe year since kilt cousin rip aa » aeaae,0
7255,rebate fail starting feel like scam since refuse honor rebates stop offering cant pay,0
7256,think falcons shut play since got molly whopped 380 last time,0
7257,pretty much books released 2014 canon anymore since theyve released hat canon,0
7258,mushrooms improve hearing abilities since contain vitamin dwhich healthy bonesespecially three tiny boned ear,0
7259,ohey started writing another thing last night thanks cx since watching wan na see,0
7260,find difficult like something twitter since changed star heart,0
7261,isnt fun anymore since stopped showing charges,0
7262,ya since theyre banking sw movie every year next five could see didnt stray far,0
7263,aa– ohhh shit hes fuckin tribes n shit since wont let cageanderson silva vs tribe,1
7264,jehovas witness need know since love quote bible deny chirsts deity,0
7265,iphone 66s users issues internet connections since bought never issue,0
7266,one year since couldnt pop biggest bottles makorra didnt become canon suck,0
7267,seen daily kos salonslate huffpost mostly young take losing election affront since know best,0
7268,concept massiah since consider chosen nation,0
7269,harsh way since dont seem fucking understand,1
7270,long since last saw,0
7271,persons album ive bought consistently since first came,0
7272,havent chipotle since announced e coli nonsense promise struggle cause chipotle life lol,0
7273,course bastards made one single investment sense since gained power,1
7274,send prize refs since took aa–a§,0
7275,wished didnt justification mb charac influences psycho since love references,0
7276,thanks reply make account instant solve faster since really dont answer please,0
7277,like much ever since theyre still married aau,0
7278,true law since theyre criminally liable selling underage may well,0
7279,think ill go work gmc since charged 105 half hour labor,0
7280,spear chucker,0
7281,spear chucker got funniest way call nigga nigga aa–a€°,1
7282,thats nobody cares dumb suicidal spear chucker,1
7283,spic african spear chucker,1
7284,spear chucker twitter gon na attack,1
7285,racism makes goddamn sense spearchucker sounds fucking badasshey hey black guys look martial prowess wankers,1
7286,lmfao whenever hear tht movie name think eric bullying josh highschool calling fkn spear chucker,1
7287,cant listen spear chucker,0
7288,oh really u dumb ass nigger spear chucker,1
7289,oh welli hang like annoying melon sucker spear chucker,1
7290,dinner tonight scorpion gazelle meat stick spear chucker,1
7291,whats spear chucker,0
7292,next time wan na call coon porch monkey call spear chucker jig spook moon cricket,1
7293,tried pour coco pops orange juice think thats sign todays day try tomorrow,0
7294,words offend spear chucker nignog submitted breadnbutter link 7 comments,0
7295,know spear chucker aint getting rowdy,1
7296,kts324 whats spear chucker aa®,0
7297,merry christmas happy new year2016 end spear chucker jones,0
7298,swamp ninja spear chucker yard ape clown lmaooooo,1
7299,awwwwwww u spear chucker yes,1
7300,f spear chucker talkign whites tat way tweet going,1
7301,confessions spearchucker,0
7302,spear chucker zone,1
7303,simmer spear chucker,1
7304,spear chucker,1
7305,spear chucker chuckers would back giving aids,0
7306,bush wookie spear chucker idk,1
7307,u r real fuckin bigot hate bloody presence planet u cant stand countering u,1
7308,cant stand,0
7309,cant stand iffy shit aa–,0
7310,tell us cant stand people workplace office work vehicle staff room etc time,0
7311,anyone know screen capture tool easy use older version cant stand anymore 0,0
7312,dont think could stand sunrise sunset times boden,0
7313,youre newbie whole magic thing please dont youll get hurt couldnt stand,0
7314,right celebrate christmas way please amp religious right cant stand,0
7315,anymore couldnt stand bmw ha ha ha bmw make pure trouble,0
7316,omg cant stand mfer give bullets shoot shots ass aa–a€°aa–aaaae,0
7317,well need go doctor meds something cant stand shit,1
7318,dont believe god celebrate christmas spending time family cant stand brunei banned,0
7319,ihatid sila hanggang grabd stand thats could sa blessing na natanggap ko today thank po aaua¥a¸ae,0
